Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,label
768,0.74,0.72,0.5,0.28,0.5,0.0,0.49,0.27,4
769,0.38,0.62,0.52,0.14,0.5,0.0,0.53,0.22,2
770,0.77,0.72,0.48,0.26,0.5,0.0,0.51,0.22,4
771,0.44,0.42,0.57,0.22,0.5,0.0,0.5,0.25,1
772,0.74,0.74,0.51,0.27,0.5,0.0,0.5,0.22,4
773,0.39,0.81,0.35,0.28,0.5,0.0,0.51,0.45,6
774,0.53,0.54,0.43,0.18,0.5,0.0,0.53,0.31,1
775,0.38,0.45,0.37,0.19,0.5,0.0,0.52,0.3,6
776,0.4,0.37,0.54,0.13,0.5,0.0,0.48,0.22,1
777,0.31,0.3,0.34,0.19,0.5,0.0,0.55,0.3,6
778,0.5,0.42,0.57,0.49,0.5,0.0,0.48,0.27,1
779,0.59,0.61,0.51,0.62,0.5,0.0,0.51,0.38,0
780,0.45,0.4,0.43,0.22,0.5,0.0,0.51,0.48,1
781,0.47,0.54,0.53,0.77,0.5,0.0,0.52,0.36,0
782,0.77,0.78,0.51,0.28,0.5,0.0,0.33,0.22,4
783,0.74,0.71,0.52,0.3,0.5,0.0,0.27,0.22,4
784,0.77,0.73,0.51,0.27,0.5,0.0,0.34,0.22,4
785,0.47,0.61,0.5,0.23,0.5,0.0,0.49,0.22,6
786,0.78,0.69,0.44,0.26,0.5,0.0,0.54,0.22,3
787,0.49,0.6,0.3,0.34,0.5,0.0,0.5,0.43,6
788,0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39,6
789,0.4,0.39,0.33,0.17,0.5,0.0,0.51,0.31,7
790,0.55,0.51,0.54,0.2,0.5,0.0,0.56,0.22,2
791,0.95,0.71,0.27,0.39,0.5,0.0,0.31,0.22,5
792,0.97,0.71,0.29,0.42,0.5,0.0,0.35,0.22,5
793,0.44,0.43,0.34,0.21,0.5,0.0,0.55,0.4,6
794,0.39,0.49,0.3,0.19,0.5,0.0,0.52,0.31,6
795,0.38,0.48,0.51,0.13,0.5,0.0,0.5,0.32,1
796,0.37,0.51,0.39,0.18,0.5,0.0,0.51,0.27,6
797,0.27,0.49,0.36,0.26,0.5,0.0,0.49,0.26,6
798,0.49,0.48,0.52,0.2,0.5,0.0,0.55,0.22,1
799,0.36,0.39,0.54,0.16,0.5,0.0,0.5,0.28,1
800,0.54,0.53,0.48,0.14,0.5,0.0,0.49,0.33,1
801,0.37,0.48,0.5,0.26,0.5,0.0,0.52,0.39,1
802,0.25,0.39,0.5,0.23,0.5,0.0,0.5,0.28,1
803,0.49,0.71,0.54,0.13,0.5,0.0,0.58,0.22,1
804,0.56,0.5,0.56,0.26,0.5,0.0,0.53,0.27,1
805,0.41,0.53,0.41,0.15,0.5,0.0,0.54,0.25,1
806,0.5,0.45,0.53,0.21,0.5,0.0,0.28,0.22,1
807,0.46,0.37,0.48,0.36,0.5,0.0,0.48,0.22,8
808,0.66,0.55,0.34,0.2,0.5,0.0,0.62,0.22,6
809,0.42,0.65,0.58,0.34,0.5,0.0,0.5,0.22,0
810,0.45,0.47,0.53,0.15,0.5,0.0,0.52,0.27,2
811,0.42,0.28,0.51,0.23,0.5,0.0,0.53,0.27,1
812,0.51,0.48,0.46,0.29,0.5,0.0,0.54,0.22,2
813,0.75,0.69,0.48,0.13,0.5,0.0,0.57,0.4,7
814,0.69,0.7,0.5,0.3,0.5,0.0,0.54,0.22,7
815,0.63,0.55,0.53,0.51,0.5,0.0,0.55,0.22,7
816,0.55,0.63,0.54,0.16,0.5,0.0,0.45,0.27,2
817,0.46,0.62,0.54,0.25,0.5,0.0,0.46,0.22,2
818,0.53,0.59,0.48,0.14,0.5,0.0,0.51,0.22,2
819,0.42,0.53,0.57,0.17,0.5,0.0,0.49,0.22,2
820,0.52,0.46,0.56,0.2,0.5,0.0,0.5,0.22,2
821,0.53,0.43,0.57,0.24,0.5,0.0,0.39,0.28,2
822,0.33,0.35,0.56,0.19,0.5,0.0,0.5,0.22,1
823,0.45,0.48,0.56,0.56,0.5,0.0,0.47,0.22,1
824,0.56,0.48,0.5,0.17,0.5,0.0,0.51,0.26,2
825,0.77,0.57,0.45,0.17,0.5,0.0,0.53,0.22,2
826,0.56,0.59,0.54,0.18,0.5,0.0,0.48,0.46,1
827,0.33,0.39,0.52,0.09,0.5,0.0,0.47,0.28,1
828,0.48,0.41,0.54,0.39,0.5,0.0,0.51,0.22,1
829,0.3,0.3,0.46,0.32,0.5,0.0,0.45,0.22,1
830,0.38,0.26,0.6,0.1,0.5,0.0,0.48,0.44,1
831,0.68,0.39,0.5,0.15,0.5,0.0,0.48,0.37,1
832,0.62,0.41,0.52,0.17,0.5,0.0,0.48,0.22,1
833,0.52,0.37,0.48,0.13,0.5,0.0,0.55,0.22,1
834,0.32,0.48,0.49,0.17,0.5,0.0,0.47,0.22,1
835,0.34,0.35,0.58,0.2,0.5,0.0,0.46,0.32,1
836,0.33,0.21,0.53,0.15,1.0,0.0,0.52,0.5,1
837,0.49,0.45,0.57,0.24,0.5,0.0,0.47,0.38,1
838,0.4,0.28,0.48,0.06,0.5,0.0,0.49,0.42,1
839,0.51,0.39,0.56,0.25,0.5,0.0,0.51,0.33,1
840,0.45,0.45,0.52,0.17,0.5,0.0,0.54,0.22,2
841,0.28,0.51,0.55,0.19,0.5,0.0,0.57,0.22,2
842,0.51,0.51,0.56,0.28,0.5,0.0,0.54,0.27,2
843,0.48,0.56,0.49,0.32,0.5,0.0,0.5,0.22,2
844,0.59,0.46,0.48,0.46,0.5,0.0,0.49,0.22,2
845,0.51,0.46,0.4,0.65,0.5,0.0,0.49,0.22,0
846,0.37,0.44,0.51,0.56,0.5,0.0,0.5,0.38,1
847,0.81,0.55,0.35,0.34,0.5,0.0,0.51,0.22,5
848,0.53,0.45,0.53,0.18,0.5,0.0,0.42,0.22,2
849,0.45,0.27,0.5,0.33,0.5,0.0,0.53,0.26,2
850,0.36,0.33,0.38,0.15,0.5,0.0,0.55,0.36,6
851,0.48,0.5,0.56,0.11,0.5,0.0,0.33,0.22,2
852,0.35,0.47,0.53,0.19,0.5,0.0,0.48,0.22,2
853,0.48,0.48,0.56,0.18,0.5,0.0,0.58,0.22,2
854,0.6,0.59,0.47,0.47,0.5,0.0,0.53,0.22,0
855,0.45,0.53,0.51,0.42,0.5,0.0,0.52,0.22,0
856,0.29,0.4,0.41,0.48,0.5,0.0,0.53,0.3,1
857,0.58,0.53,0.33,0.26,0.5,0.0,0.51,0.22,6
858,0.46,0.43,0.5,0.24,0.5,0.0,0.48,0.31,2
859,0.43,0.46,0.5,0.21,0.5,0.0,0.49,0.34,2
860,0.61,0.55,0.51,0.26,0.5,0.0,0.52,0.22,2
861,0.5,0.62,0.52,0.3,0.5,0.0,0.56,0.22,0
862,0.49,0.45,0.54,0.4,0.5,0.0,0.55,0.22,0
863,0.64,0.53,0.59,0.14,0.5,0.0,0.53,0.22,0
864,0.57,0.6,0.54,0.17,0.5,0.0,0.52,0.22,0
865,0.38,0.31,0.59,0.19,0.5,0.0,0.46,0.22,0
866,0.68,0.53,0.44,0.31,0.5,0.0,0.51,0.22,0
867,0.24,0.41,0.47,0.16,0.5,0.0,0.51,0.38,1
868,0.61,0.39,0.53,0.14,0.5,0.0,0.43,0.26,1
869,0.39,0.16,0.59,0.08,0.5,0.0,0.51,0.27,1
870,0.33,0.28,0.5,0.4,0.5,0.0,0.46,0.61,1
871,0.51,0.55,0.56,0.18,0.5,0.0,0.5,0.38,1
872,0.39,0.44,0.54,0.24,0.5,0.0,0.51,0.49,1
873,0.43,0.48,0.53,0.18,0.5,0.0,0.46,0.22,1
874,0.47,0.43,0.48,0.16,0.5,0.0,0.46,0.27,1
875,0.52,0.5,0.51,0.2,0.5,0.0,0.51,0.22,1
876,0.33,0.28,0.52,0.15,0.5,0.0,0.51,0.86,1
877,0.36,0.48,0.5,0.13,0.5,0.0,0.49,0.6,1
878,0.45,0.54,0.49,0.29,0.5,0.0,0.49,0.25,1
879,0.55,0.59,0.53,0.15,0.5,0.0,0.49,0.22,1
880,0.31,0.39,0.55,0.28,0.5,0.0,0.46,0.31,1
881,0.43,0.41,0.51,0.34,0.5,0.0,0.49,0.28,1
882,0.64,0.5,0.53,0.1,0.5,0.0,0.51,0.22,1
883,0.41,0.52,0.56,0.26,0.5,0.0,0.48,0.32,1
884,0.48,0.47,0.59,0.41,0.5,0.0,0.56,0.27,1
885,0.49,0.49,0.51,0.29,0.5,0.0,0.52,0.71,1
886,0.41,0.52,0.51,0.22,0.5,0.0,0.52,0.44,1
887,0.51,0.61,0.5,0.23,0.5,0.0,0.52,0.61,1
888,0.59,0.47,0.51,0.53,0.5,0.0,0.53,0.26,2
889,0.4,0.6,0.5,0.16,0.5,0.0,0.51,0.22,2
890,0.54,0.53,0.53,0.17,0.5,0.0,0.51,0.39,1
891,0.61,0.46,0.54,0.11,0.5,0.0,0.47,0.22,2
892,0.66,0.55,0.54,0.18,0.5,0.0,0.43,0.22,2
893,0.53,0.46,0.54,0.37,0.5,0.0,0.51,0.3,1
894,0.41,0.41,0.43,0.61,0.5,0.0,0.53,0.22,0
895,0.58,0.31,0.6,0.12,0.5,0.0,0.47,0.33,1
896,0.49,0.67,0.5,0.28,0.5,0.0,0.43,0.22,1
897,0.44,0.33,0.55,0.16,0.5,0.0,0.49,0.22,1
898,0.44,0.45,0.53,0.19,0.5,0.0,0.41,0.28,1
899,0.57,0.55,0.52,0.16,0.5,0.0,0.49,0.39,1
900,0.45,0.66,0.39,0.11,0.5,0.0,0.54,0.22,6
901,0.32,0.49,0.53,0.28,0.5,0.0,0.5,0.5,1
902,0.35,0.42,0.56,0.28,0.5,0.0,0.47,0.22,1
903,0.46,0.41,0.58,0.1,0.5,0.0,0.48,0.22,1
904,0.57,0.51,0.58,0.22,0.5,0.0,0.51,0.22,1
905,0.47,0.47,0.54,0.19,0.5,0.0,0.51,0.33,1
906,0.34,0.58,0.5,0.26,0.5,0.0,0.51,0.22,1
907,0.55,0.45,0.58,0.25,0.5,0.0,0.49,0.22,1
908,0.4,0.66,0.34,0.21,0.5,0.0,0.52,0.26,1
909,0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,1
910,0.6,0.48,0.46,0.32,0.5,0.0,0.4,0.33,2
911,0.64,0.44,0.51,0.35,0.5,0.0,0.53,0.22,2
912,0.35,0.4,0.44,0.25,0.5,0.0,0.53,0.57,1
913,0.55,0.38,0.64,0.42,0.5,0.0,0.47,0.22,0
914,0.45,0.43,0.5,0.25,0.5,0.0,0.47,0.22,0
915,0.47,0.53,0.48,0.51,0.5,0.0,0.54,0.22,0
916,0.45,0.49,0.57,0.25,0.5,0.0,0.48,0.22,1
917,0.45,0.52,0.5,0.12,0.5,0.0,0.6,0.22,2
918,0.56,0.51,0.32,0.49,0.5,0.0,0.48,0.22,1
919,0.37,0.58,0.5,0.22,0.5,0.0,0.47,0.22,1
920,0.47,0.45,0.51,0.33,0.5,0.0,0.46,0.26,1
921,0.5,0.36,0.64,0.37,0.5,0.0,0.37,0.33,1
922,0.43,0.44,0.64,0.19,0.5,0.0,0.38,0.33,1
923,0.38,0.4,0.59,0.25,0.5,0.0,0.44,0.22,2
924,0.39,0.39,0.59,0.25,0.5,0.0,0.45,0.22,2
925,0.54,0.55,0.56,0.14,0.5,0.0,0.5,0.25,2
926,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,2
926,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,2
927,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,2
927,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,2
928,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,2
929,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,2
930,0.51,0.39,0.58,0.19,0.5,0.0,0.47,0.22,2
931,0.72,0.51,0.52,0.08,0.5,0.0,0.54,0.22,1
932,0.35,0.41,0.53,0.27,0.5,0.0,0.47,0.29,1
933,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,1
934,0.57,0.37,0.43,0.27,0.5,0.0,0.53,0.28,1
935,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,1
936,0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22,1
937,0.34,0.48,0.47,0.19,0.5,0.0,0.5,0.3,1
938,0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22,1
939,0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51,1
940,0.4,0.3,0.57,0.13,0.5,0.0,0.46,0.22,1
941,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22,1
942,0.52,0.46,0.56,0.25,0.5,0.0,0.52,0.22,1
943,0.44,0.5,0.55,0.24,0.5,0.0,0.48,0.22,1
944,0.34,0.47,0.48,0.32,0.5,0.0,0.42,0.22,1
945,0.5,0.56,0.63,0.25,0.5,0.0,0.42,0.22,1
946,0.46,0.53,0.47,0.37,0.5,0.0,0.51,0.36,1
947,0.31,0.6,0.65,0.18,0.5,0.0,0.46,0.22,1
948,0.57,0.42,0.63,0.22,0.5,0.0,0.68,0.32,1
949,0.37,0.45,0.53,0.14,0.5,0.0,0.49,0.22,1
950,0.38,0.38,0.54,0.24,0.5,0.0,0.54,0.22,1
951,0.36,0.49,0.55,0.21,0.5,0.0,0.55,0.33,1
952,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34,1
953,0.37,0.3,0.51,0.15,0.5,0.0,0.58,0.26,1
954,0.35,0.33,0.48,0.42,0.5,0.0,0.47,0.43,2
955,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,2
955,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,2
956,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,2
957,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,2
958,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,2
958,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,2
959,0.61,0.53,0.59,0.17,0.5,0.0,0.44,0.28,2
960,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,2
960,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,2
961,0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11,2
962,0.36,0.56,0.52,0.18,0.5,0.0,0.45,0.16,2
963,0.37,0.44,0.64,0.48,0.5,0.0,0.36,0.27,2
964,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,2
964,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,2
965,0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11,2
966,0.58,0.45,0.55,0.27,0.5,0.0,0.48,0.11,2
967,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,2
967,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,2
968,0.43,0.33,0.67,0.12,0.5,0.0,0.45,0.23,2
969,0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23,2
970,0.58,0.44,0.5,0.26,0.5,0.0,0.52,0.22,2
971,0.38,0.43,0.53,0.22,0.5,0.0,0.48,0.11,2
972,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,2
973,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,2
974,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,2
974,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,2
975,0.43,0.22,0.79,0.79,0.5,0.0,0.22,0.0,2
976,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,2
976,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,2
977,0.56,0.35,0.47,0.41,0.5,0.0,0.5,0.22,2
978,0.56,0.35,0.47,0.35,0.5,0.0,0.52,0.22,2
979,0.54,0.44,0.55,0.48,0.5,0.0,0.47,0.22,2
980,0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41,2
981,0.48,0.46,0.58,0.16,0.5,0.0,0.45,0.22,2
982,0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22,2
983,0.66,0.6,0.52,0.19,0.5,0.0,0.69,0.22,2
984,0.69,0.54,0.55,0.23,0.5,0.0,0.73,0.22,2
985,0.73,0.6,0.47,0.2,0.5,0.0,0.72,0.22,2
986,0.78,0.82,0.56,0.21,0.5,0.0,0.69,0.22,2
987,0.42,0.49,0.49,0.36,0.5,0.0,0.57,0.26,0
988,0.44,0.62,0.53,0.27,0.5,0.0,0.49,0.22,1
989,0.56,0.61,0.52,0.19,0.5,0.0,0.52,0.32,1
990,0.47,0.56,0.46,0.5,0.5,0.0,0.51,0.22,0
991,0.46,0.33,0.45,0.22,0.5,0.0,0.41,0.37,2
992,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,2
993,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,2
994,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,2
994,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,2
995,0.48,0.41,0.52,0.33,0.5,0.0,0.51,0.26,2
996,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,2
996,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,2
997,0.42,0.5,0.64,0.13,0.5,0.0,0.49,0.22,2
998,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,2
999,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,2
1000,0.39,0.65,0.57,0.19,0.5,0.0,0.44,0.25,2
1001,0.39,0.65,0.57,0.19,0.5,0.0,0.43,0.25,2
1002,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,2
1002,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,2
1003,0.51,0.52,0.58,0.17,0.5,0.0,0.47,0.28,2
1004,0.57,0.48,0.54,0.22,0.5,0.0,0.5,0.11,2
1005,0.5,0.5,0.62,0.23,0.5,0.0,0.35,0.11,2
1006,0.41,0.49,0.65,0.28,0.5,0.0,0.59,0.57,2
1007,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,2
1007,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,2
1008,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,2
1008,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,2
1009,0.6,0.57,0.52,0.14,0.5,0.0,0.46,0.48,1
1010,0.42,0.38,0.52,0.29,0.5,0.0,0.42,0.22,1
1011,0.41,0.46,0.58,0.08,0.5,0.0,0.51,0.28,1
1012,0.49,0.4,0.58,0.23,0.5,0.0,0.47,0.27,2
1013,0.37,0.37,0.51,0.38,0.5,0.0,0.44,0.22,2
1014,0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22,6
1015,0.51,0.4,0.5,0.28,0.5,0.0,0.48,0.27,2
1016,0.34,0.25,0.55,0.28,0.5,0.0,0.51,0.49,2
1017,0.77,0.86,0.44,0.27,0.5,0.0,0.48,0.22,3
1018,0.59,0.54,0.53,0.14,0.5,0.0,0.48,0.22,2
1019,0.5,0.48,0.48,0.23,0.5,0.0,0.53,0.68,2
1020,0.39,1.0,0.38,0.41,0.5,0.0,0.5,0.27,0
1021,0.56,0.42,0.52,0.14,0.5,0.0,0.51,0.22,2
1022,0.39,0.46,0.33,0.18,0.5,0.0,0.53,0.22,6
1023,0.52,0.54,0.47,0.49,0.5,0.0,0.54,0.22,0
1024,0.46,0.49,0.55,0.18,0.5,0.0,0.56,0.22,1
1025,0.56,0.65,0.49,0.56,0.5,0.0,0.49,0.22,0
1026,0.53,0.51,0.55,0.57,0.5,0.0,0.46,0.22,0
1027,0.54,0.64,0.4,0.56,0.5,0.0,0.51,0.22,0
1028,0.47,0.58,0.47,0.52,0.5,0.0,0.54,0.22,0
1029,0.46,0.42,0.51,0.16,0.5,0.0,0.56,0.22,2
1030,0.6,0.51,0.49,0.18,0.5,0.0,0.53,0.38,2
1031,0.85,0.66,0.49,0.18,0.5,0.0,0.51,0.22,3
1032,0.55,0.52,0.44,0.2,0.5,0.0,0.56,0.22,5
1033,0.49,0.38,0.56,0.09,0.5,0.0,0.46,0.22,2
1034,0.38,0.4,0.53,0.12,0.5,0.0,0.55,0.22,2
1035,0.55,0.55,0.52,0.13,0.5,0.0,0.53,0.25,2
1036,0.46,0.44,0.58,0.17,0.5,0.0,0.55,0.22,2
1037,0.34,0.46,0.52,0.19,0.5,0.0,0.53,0.26,2
1038,0.58,0.56,0.46,0.14,0.5,0.0,0.51,0.22,2
1039,0.46,0.47,0.44,0.18,1.0,0.0,0.46,0.22,5
1040,0.44,0.71,0.5,0.21,0.5,0.0,0.54,0.27,2
1041,0.56,0.49,0.32,0.22,0.5,0.0,0.5,0.22,5
1042,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22,2
1043,0.44,0.51,0.53,0.3,0.5,0.0,0.53,0.22,2
1044,0.54,0.51,0.56,0.15,0.5,0.0,0.54,0.31,2
1045,0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22,6
1046,0.46,0.38,0.51,0.2,0.5,0.0,0.51,0.22,2
1047,0.55,0.72,0.35,0.26,0.5,0.0,0.49,0.22,6
1048,0.54,0.44,0.35,0.19,0.5,0.0,0.51,0.27,6
1049,0.65,0.66,0.37,0.12,0.5,0.0,0.52,0.27,6
1050,0.41,0.4,0.56,0.17,0.5,0.0,0.56,0.22,2
1051,0.39,0.71,0.38,0.14,0.5,0.0,0.5,0.22,5
1052,0.37,0.42,0.46,0.15,0.5,0.0,0.51,0.31,5
1053,0.59,0.55,0.57,0.18,0.5,0.0,0.51,0.22,2
1054,0.48,0.51,0.5,0.24,0.5,0.0,0.54,0.38,2
1055,0.39,0.3,0.63,0.2,0.5,0.0,0.43,0.47,2
1056,0.47,0.52,0.54,0.25,0.5,0.0,0.54,0.29,0
1057,0.77,0.82,0.4,0.36,0.5,0.0,0.38,0.22,3
1058,0.52,0.55,0.39,0.09,1.0,0.0,0.55,0.25,6
1059,0.42,0.28,0.33,0.23,0.5,0.0,0.39,0.26,6
1060,0.47,0.37,0.46,0.28,0.5,0.0,0.52,0.99,1
1061,0.48,0.5,0.47,0.29,0.5,0.0,0.46,0.27,1
1062,0.3,0.33,0.55,0.12,0.5,0.0,0.53,0.38,2
1063,0.49,0.49,0.52,0.18,0.5,0.0,0.51,0.25,1
1064,0.54,0.59,0.57,0.34,0.5,0.0,0.49,0.22,1
1065,0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22,7
1066,0.85,0.69,0.34,0.31,0.5,0.0,0.57,0.3,3
1067,0.56,0.59,0.45,0.15,0.5,0.0,0.54,0.22,0
1068,0.47,0.56,0.53,0.44,0.5,0.0,0.53,0.22,0
1069,0.53,0.49,0.47,0.21,0.5,0.0,0.53,0.22,2
1070,0.7,0.57,0.34,0.19,0.5,0.0,0.53,0.27,5
1071,0.42,0.43,0.67,0.7,0.5,0.0,0.42,0.25,2
1072,0.47,0.44,0.53,0.18,0.5,0.0,0.47,0.29,1
1073,0.4,0.49,0.53,0.23,0.5,0.0,0.44,0.26,1
1074,0.45,0.65,0.51,0.17,0.5,0.0,0.49,0.22,1
1075,0.42,0.42,0.55,0.31,0.5,0.0,0.43,0.22,1
1076,0.45,0.41,0.53,0.49,0.5,0.0,0.49,0.31,1
1077,0.42,0.28,0.49,0.22,0.5,0.0,0.55,0.34,1
1078,0.47,0.5,0.47,0.22,0.5,0.0,0.53,0.45,1
1079,0.33,0.42,0.55,0.23,0.5,0.0,0.52,0.43,1
1080,0.56,0.55,0.57,0.15,0.5,0.0,0.54,0.25,2
1081,0.37,0.47,0.49,0.12,0.5,0.0,0.47,0.31,1
1082,0.32,0.6,0.48,0.13,0.5,0.0,0.53,0.22,1
1083,0.38,0.42,0.31,0.35,0.5,0.0,0.52,0.22,6
1084,0.46,0.56,0.56,0.25,0.5,0.0,0.43,0.22,1
1085,0.47,0.55,0.57,0.17,0.5,0.0,0.52,0.66,1
1086,0.37,0.55,0.52,0.13,0.5,0.0,0.42,0.8,2
1087,0.46,0.48,0.38,0.22,0.5,0.0,0.39,0.45,6
1088,0.8,0.69,0.53,0.33,0.5,0.0,0.51,0.22,5
1089,0.52,0.65,0.36,0.37,0.5,0.0,0.52,0.34,6
1090,0.19,0.16,0.68,0.36,0.5,0.0,0.49,0.21,1
1091,0.64,0.31,0.53,0.15,0.5,0.0,0.53,0.31,2
1092,0.4,0.43,0.36,0.33,0.5,0.0,0.51,0.22,6
1093,0.47,0.56,0.51,0.2,0.5,0.0,0.52,0.59,1
1094,0.4,0.75,0.44,0.12,0.5,0.0,0.49,0.22,1
1095,0.48,0.55,0.58,0.18,0.5,0.0,0.38,0.69,1
1096,0.57,0.51,0.34,0.13,0.5,0.0,0.53,0.27,0
1097,0.23,0.37,0.32,0.13,0.5,0.0,0.53,0.22,0
1098,0.54,0.5,0.51,0.26,0.5,0.0,0.52,0.22,2
1099,0.6,0.64,0.56,0.36,0.5,0.0,0.46,0.27,2
1100,0.27,0.41,0.24,0.2,0.5,0.0,0.49,0.22,6
1101,0.25,0.35,0.22,0.18,0.5,0.0,0.46,0.22,6
1102,0.39,0.45,0.51,0.29,0.5,0.0,0.54,0.22,2
1103,0.33,0.47,0.55,0.24,0.5,0.0,0.45,0.67,1
1104,0.37,0.4,0.38,0.18,0.5,0.0,0.51,0.22,6
1105,0.43,0.47,0.47,0.18,0.5,0.0,0.47,0.22,2
1106,0.66,0.43,0.57,0.6,0.5,0.0,0.19,0.33,1
1107,0.55,0.4,0.62,0.22,0.5,0.0,0.37,0.28,1
1108,0.33,0.46,0.6,0.18,0.5,0.0,0.51,0.26,1
1109,0.51,0.5,0.54,0.11,0.5,0.0,0.6,0.22,1
1110,0.54,0.6,0.57,0.17,0.5,0.0,0.44,0.22,1
1111,0.45,0.57,0.38,0.28,0.5,0.0,0.53,0.31,6
1112,0.55,0.57,0.51,0.07,0.5,0.0,0.55,0.22,2
1113,0.54,0.47,0.58,0.4,0.5,0.0,0.46,0.27,0
1114,0.36,0.32,0.55,0.27,0.5,0.0,0.47,0.43,1
1115,0.46,0.41,0.45,0.23,0.5,0.0,0.48,0.22,1
1116,0.4,0.39,0.6,0.23,0.5,0.0,0.52,0.31,1
1117,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,2
1117,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,2
1118,0.5,0.45,0.51,0.19,0.5,0.0,0.53,0.25,2
1119,0.57,0.55,0.51,0.18,0.5,0.0,0.51,0.43,1
1120,0.44,0.43,0.46,0.28,0.5,0.0,0.45,0.29,1
1121,0.46,0.5,0.5,0.28,0.5,0.0,0.5,0.37,1
1122,0.66,0.65,0.54,0.4,0.5,0.0,0.51,0.22,4
1123,0.77,0.73,0.49,0.46,0.5,0.0,0.38,0.22,4
1124,0.38,0.58,0.46,0.21,0.5,0.0,0.52,0.22,1
1125,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22,8
1126,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44,1
1127,0.52,0.45,0.45,0.13,0.5,0.0,0.48,0.22,1
1128,0.37,0.29,0.45,0.15,0.5,0.0,0.49,0.22,1
1129,0.37,0.48,0.67,0.37,0.5,0.0,0.56,0.62,1
1130,0.44,0.59,0.54,0.18,0.5,0.0,0.49,0.22,1
1131,0.48,0.65,0.36,0.24,0.5,0.0,0.54,0.31,1
1132,0.59,0.49,0.45,0.22,0.5,0.0,0.45,0.31,1
1133,0.73,0.52,0.59,0.25,0.5,0.0,0.51,0.22,1
1134,0.5,0.43,0.5,0.17,0.5,0.0,0.46,0.47,1
1135,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51,1
